HITId,Input.orig_ad_url,Input.search,Input.work_from_home,Val1work_from_home,Val2work_from_home,Val3work_from_home,Chosen_work_from_home,All4Eq_work_from_home,Input.open_source,Val1open_source,Val2open_source,Val3open_source,Chosen_open_source,All4Eq_open_source,Input.startup,Val1startup,Val2startup,Val3startup,Chosen_startup,All4Eq_startup,Input.kegerator,Val1kegerator,Val2kegerator,Val3kegerator,Chosen_kegerator,All4Eq_kegerator,Input.bleeding_edge_tech,Val1bleeding_edge_tech,Val2bleeding_edge_tech,Val3bleeding_edge_tech,Chosen_bleeding_edge_tech,All4Eq_bleeding_edge_tech,Input.meaningful_jobs,Val1meaningful_jobs,Val2meaningful_jobs,Val3meaningful_jobs,Chosen_meaningful_jobs,All4Eq_meaningful_jobs,Input.relocation,Val1relocation,Val2relocation,Val3relocation,Chosen_relocation,All4Eq_relocation,Val1title,Val2title,Val3title,Chosen_title,Val1company,Val2company,Val3company,Chosen_company,Val1description,Val2description,Val3description,Chosen_description,Val1city,Val2city,Val3city,Chosen_city,Val1state,Val2state,Val3state,Chosen_state,Val1country_code,Val2country_code,Val3country_code,Chosen_country_code,Val1job_ad_url,Val2job_ad_url,Val3job_ad_url,Chosen_job_ad_url,NumRepeats
3CMIQF80GMPVP092YE4ME0SIQ306QD,http://www.indeed.com/rc/clk?jk=8c49ee8f41fc9645,bleeding_edge_tech,"","","",,,,"","","",,,,"","","",,,,"","","",,,,on,on,on,,,,"","","",,,,,"","",,,,Senior Application Developer,Senior Application Developer,,,KPMG,KPMG,,,"Design, construct, implement and support client-facing software that meets the business requirements
Review the business requirements and prepare technical design documents including extended use cases, class diagrams, collaboration diagrams, sequence diagrams and detailed hardware specifications
Perform software construction, unit testing and debugging including the preparation of new software, reuse of existing code, modification of existing programs, or integration of purchased solutions","Responsibilities:

Design, construct, implement and support client-facing software that meets the business requirements
Review the business requirements and prepare technical design documents including extended use cases, class diagrams, collaboration diagrams, sequence diagrams and detailed hardware specifications
Perform software construction, unit testing and debugging including the preparation of new software, reuse of existing code, modification of existing programs, or integration of purchased solutions
Design and develop external client-facing Java web applications
Prepare non-functional and functional prototypes as needed
Perform code reviews, provide feedback and recommendations",,,New York,New York,,,NY,NY,,,us,us,,,http://www.respondhr.com/34571201,http://www.respondhr.com/34571201,,,2
3W0XM68YZOUE7BAAF388NIPSJMS1KI,http://www.indeed.com/rc/clk?jk=570f0ad4677fc958,open_source,"","",,,,,on,on,,,,,"","",,,,,"","",,,,,"","",,,,,"","",,,,,,"",,,,,Software Engineer,,,,Red Hat,,,,"The Red Hat Release Configuration Management team is seeking a Software Engineer. In this role, you will have the opportunity to contribute to and advance the future of open source technologies within the realm of the Fedora Project. We're focused on enabling the development of the next version of Red Hat Enterprise Linux (RHEL) on all supported platforms, enabling our enterprise customers and ISVs to advance forward. As a Software Engineer, you'll manage the build and delivery of Fedora both repeatably and reliably. We'll need you to be self-motivated, with a passion for automation and attention to detail. You'll also need good cross-team communication skills.",,,,Westford,,,,MA,,,,us,,,,http://jobs.redhat.com/jobs/descriptions/software-engineer-westford-massachusetts-job-12-4478016?mode=job&iis=Indeed&iisn=Indeed.com,,,,1
3QI9WAYOGPA72GOFQITR907J8RL6S2,http://www.indeed.com/rc/clk?jk=fc8a42c25619e6d1,open_source,"","",,,,,on,on,,,,,"","",,,,,"","",,,,,"","",,,,,"","",,,,,,"",,,,,Principal Software Engineer,,,,Red Hat,,,,"Primary job responsibilities
Play a key role in the NFS Engineering team
Be an active contributor to the Linux NFS code upstream
Address customer reported bugs in a timely manner
Work closely with other NFS developers in both Red Hat and the community
Help influence the future direction of NFS development
Required skills
Knowledge of NFS protocols (version 2 through version 4.1)
Basic Linux kernel development experience (ideally file system or network stack related)
Excellent knowledge of C
Ability to work in a team-oriented, fast-paced environment
Experience with other file systems, network protocols, or Linux VFS internals is beneficial",,,,Westford,,,,MA,,,,not-selected,,,,http://jobs.redhat.com/jobs/descriptions/principal-software-engineer-westford-massachusetts-job-18-4445177?mode=job&iis=Indeed&iisn=Indeed.com,,,,1
382GHPVPHRQP3CZMHFZB4UFTKKF34L,http://www.indeed.com/rc/clk?jk=5bd002e68eb1c678,open_source,"","","",,,,on,on,on,,,,"","","",,,,"","","",,,,"","","",,,,"","","",,,,,"","",,,,Senior Software Applications Engineer,Senior Software Applications Engineer,,,Red Hat,Red Hat,,,"Job summary
The Red Hat IT team is seeking a highly experienced software engineer to join us as a Senior Software Applications Engineer. In this role, you'll work as a member of a highly dynamic IT SOA services and enterprise service bus team focused on integrating and maintaining the disparate systems that make up the backbone of clients' online and back-office presence. You will document, design, develop, test, and release enterprise middleware solutions that conform to enterprise design patterns using the JBoss technology stack. As a Software Applications Engineer, you'll also contribute to the team capabilities and deliverables by demonstrating technical competency, personal initiative, creativity, learning, and sharing, while collaborating with local and remote team members as well as external groups.
Primary job responsibilities
Analyze and clarify business requirements to implement server-side business logic
Design, develop, test, and maintain REST and SOAP services conforming to the SOA framework
Design, develop, test, and maintain JBoss Enterprise Service Bus for application integration conforming to Enterprise Integration Patterns
Document use cases, create physical and logical data models, and build deployment plans
Analyze log files to help debug problems
Evaluate open source solutions to meet business needs
Provide technical support and ongoing application maintenance","◄ Go back
Senior Software Applications Engineer
Job ID: 42594
Raleigh, NC
Remote: No
Information Technology
Apply now | Save to Job Cart

Company description
At Red Hat, we connect an innovative community of customers, partners, and contributors to deliver an open source stack of trusted, high-performing technologies that solve business problems. We’re a billion dollar S&P 500 company offering solutions from Linux to middleware, storage to cloud, together with award-winning global customer support, consulting, and implementation services.
Job summary
The Red Hat IT team is seeking a highly experienced software engineer to join us as a Senior Software Applications Engineer. In this role, you'll work as a member of a highly dynamic IT SOA services and enterprise service bus team focused on integrating and maintaining the disparate systems that make up the backbone of clients' online and back-office presence. You will document, design, develop, test, and release enterprise middleware solutions that conform to enterprise design patterns using the JBoss technology stack. As a Software Applications Engineer, you'll also contribute to the team capabilities and deliverables by demonstrating technical competency, personal initiative, creativity, learning, and sharing, while collaborating with local and remote team members as well as external groups.
Primary job responsibilities
Analyze and clarify business requirements to implement server-side business logic
Design, develop, test, and maintain REST and SOAP services conforming to the SOA framework
Design, develop, test, and maintain JBoss Enterprise Service Bus for application integration conforming to Enterprise Integration Patterns
Document use cases, create physical and logical data models, and build deployment plans
Analyze log files to help debug problems
Evaluate open source solutions to meet business needs
Provide technical support and ongoing application maintenance
Required skills
5-10 years of experience performing object-oriented analysis and design, implementing design patterns in languages like Java, and performing Linux administration
5-10 years of experience using Java (including EJB3), Oracle PL or SQL, MySQL, XSLT, and UML
1-2 years of demonstrated experience developing applications working in an Agile development environment
8-10 years of demonstrated experience with distributed source control like Git or Subversion
Bachelor's or master's degree in computer science, engineering, or other closely related field
Knowledge of or hands-on experience with XML or XSD is a plus
Knowledge of or hands-on experience with automation tools like Fitnesse or Selenium and NoSQL technologies like Cassandra or MongoDB is a plus",,,Raleigh,Raleigh,,,NC,NC,,,us,us,,,http://jobs.redhat.com/jobs/descriptions/senior-software-applications-engineer-raleigh-north-carolina-job-21-4402466?mode=job&iis=Indeed&iisn=Indeed.com,http://jobs.redhat.com/jobs/descriptions/senior-software-applications-engineer-raleigh-north-carolina-job-21-4402466?mode=job&iis=Indeed&iisn=Indeed.com,,,2
3D1UCPY6GF8QMDMOTIPOL6VYM6B83X,http://www.indeed.com/rc/clk?jk=c104ce8ed81e3e9e,open_source,"","","",,,,on,on,on,,,,"","","",,,,"","","",,,,"","","",,,,"","","",,,,,"","",,,,Software Engineer - Python,Software Engineer - Python,,,Red Hat,Red Hat,,,"The Red Hat Cloud Engineering team is seeking a Software Engineer to join us in Raleigh, NC. In this role, you will use your Python expertise to contribute to the Pulp Project while working with the Content Management and Systems Management research and development teams. You'll work on creating products in an Agile-based development environment and participate in the upstream community. Prior exposure to Agile development tooling with an emphasis on test-driven development is preferred. The domain for this project is application life cycle management, content management, and DevOps work, so prior exposure to this domain would be a significant plus.
Primary job responsibilities
Create new features and contribute them to upstream projects in Python
Submit patches for bug fixes to the community and review patches from other community members
Partner with the Red Hat Quality Engineering team to ensure projects are tested correctly
Collaborate with a globally distributed technical team
Educate the team on new features through sprint reviews or small team presentations
Publicize the work the team is doing through blogs, web postings, or conference talks","Create new features and contribute them to upstream projects in Python
Submit patches for bug fixes to the community and review patches from other community members
Partner with the Red Hat Quality Engineering team to ensure projects are tested correctly
Collaborate with a globally distributed technical team
Educate the team on new features through sprint reviews or small team presentations
Publicize the work the team is doing through blogs, web postings, or conference talks",,,Raleigh,Raleigh,,,NC,NC,,,us,us,,,http://jobs.redhat.com/jobs/descriptions/software-engineer-python-raleigh-north-carolina-job-9-4490292?mode=job&iis=Indeed&iisn=Indeed.com,http://jobs.redhat.com/jobs/descriptions/software-engineer-python-raleigh-north-carolina-job-9-4490292?mode=job&iis=Indeed&iisn=Indeed.com,,,2
32TMVRKDGMXB495STWU7VBN406784I,http://www.indeed.com/rc/clk?jk=fe598afa3ed92c3a,open_source,"","","",,,,on,on,on,,,,"","","",,,,"","","",,,,"","","",,,,"","","",,,,,"","",,,,Principal Software Engineer - OpenShift,Principal Software Engineer - OpenShift,,,Red Hat,Red Hat,,,"Work with the following technologies on a day-to-day basis:

    Red Hat Enterprise Linux (RHEL)
    Fedora
    cgroups
    SELinux
    Docker, OpenStack, and all related technologies
    Ruby and Bash scripting
    Packaging, including Red Hat Package Manager (RPM), RubyGems, etc.

Communicate with end users through IRC, forums, and email
Work on large-scale LAMP architectures and deployment techniques","Primary job responsibilities
Work with the following technologies on a day-to-day basis: 
Red Hat Enterprise Linux (RHEL)
Fedora
cgroups
SELinux
Docker, OpenStack, and all related technologies
Ruby and Bash scripting
Packaging, including Red Hat Package Manager (RPM), RubyGems, etc.
Communicate with end users through IRC, forums, and email
Work on large-scale LAMP architectures and deployment techniques
Participate in upstream communities
Interface with multiple internal teams as well as with the open source community",,,Mountain View,Mountain ViewCA,,,CA,CA,,,us,not-selected,,,http://jobs.redhat.com/jobs/descriptions/principal-software-engineer-openshift-mountain-view-california-job-23-4383175?mode=job&iis=Indeed&iisn=Indeed.com,http://jobs.redhat.com/jobs/descriptions/principal-software-engineer-openshift-mountain-view-california-job-23-4383175?mode=job&iis=Indeed&iisn=Indeed.com,,,2
3YKP7CX6G1ERPULIY6COPPXFZEIB74,http://www.indeed.com/rc/clk?jk=7acc82638775b430,open_source,"","",,,,,on,on,,,,,"","",,,,,"","",,,,,"","",,,,,"","",,,,,,"",,,,,Principal Software Engineer - Big Data,,,,Red Hat,,,,"Job summary
The Red Hat Big Data team within Engineering is seeking a talented developer with Python expertise to join us as a Principal Software Engineer in Westford, MA, Raleigh, NC, Madison, WI, or Mountain View, CA. In this role, you will work alongside some of the brightest developers in the industry while helping build out projects and products that merge Hadoop and OpenStack. As a Principal Software Engineer, you'll also work on developing new features and contributing them to the community. Candidates may also be considered for remote locations (United States or Canada).
Primary job responsibilities
Collaborate with the OpenStack Savanna community
Fix bugs and provide reviews in the community
Develop new features and contribute them to the community
Interact with a globally distributed, technical team
Publicize work through blogs and social media",,,,Westford,,,,MA,,,,us,,,,http://jobs.redhat.com/jobs/descriptions/principal-software-engineer-big-data-westford-massachusetts-job-25-4355940?mode=job&iis=Indeed&iisn=Indeed.com,,,,1
3NI0WFPPI8F71743HGA7ZU10DZ1068,http://www.indeed.com/rc/clk?jk=d15fe3880d981d3c,open_source,"","",,,,,on,on,,,,,"","",,,,,"","",,,,,"","",,,,,"","",,,,,,"",,,,,Web Infrastructure Architect,,,,AWeber Communications,,,,"The Web Infrastructure Architect is a technical thought leader that executes in both a hands-on technical capacity on operations projects, as well as in an advisory capacity to engineers and leadership with regards to best practices surrounding solutions architecture, data center operations, and systems and network management in support of both internal services, and our flagship product, which serves over 120,000 customers.",,,,n/a,,,,n/a,,,,us,,,,http://www.aweber.jobs/apply/5a1b0b6f4345087e724d07784b5257504a63372a122f0b3f69267127053d1019031f05/Web-Infrastructure-Architect.html?source=INDE&sid=0ti0qu9JBy6LzkgexWhnWvMz1d3iPpEPSXQ,,,,1
39O6Z4JLX1W0DNPFL07MK04A4ZCXVQ,http://www.indeed.com/rc/clk?jk=40705d7c52741bbe,startup,"","",,,,,"","",,,,,on,on,,,,,"","",,,,,"","",,,,,"","",,,,,,"",,,,,Software Engineer Test Development (C++/Java) – Policy Platform,,,,NextLabs,,,,"Responsibilities:
Design and implement software test automation frameworks using C, C++, C# and/or Java.
Analyze product feature functional specifications and develop innovative testing strategies to ensure quality of the delivered solutions.
Take the lead on analyzing and debugging complex product issues found by both QA and in the field.
Create tools to exercise the product in unique ways, discovering and becoming the expert on product behavior under real world circumstances.
Perform product code reviews to further diagnose issues for development team.
Directly provide product bug fixes for complex product issues.
Design, Develop and maintain automation framework for Performance, Stability and Reliability testing.
Research and discover new commercial and open source tools that can be utilized to better the quality of the Nextlabs product lines.
Develop Quality Assurance Team process and automation infrastructure to improve the team’s efficiency.",,,,San Mateo,,,,CA,,,,us,,,,http://www.nextlabs.com/html/?q=software-engineer-test-development-cjava-%E2%80%93-policy-platform-0,,,,1
3T8DUCXY0M5VZZ3SDP1T3FU70B6T9O,http://www.indeed.com/rc/clk?jk=911ff0454c2d1a86,startup,"","",,,,,"","",,,,,on,on,,,,,"","",,,,,"","",,,,,"","",,,,,,"",,,,,Backend Machine Learning Engineer,,,,UpOut,,,,"Responsibilities:


Development of new   features.
Build cutting-edge systems that move and process   large volumes of data in an efficient, robust, and scalable   fashion.
Collaborate as part of the Engineering team to   architect, design, and build systems based on common standards and best   practices.
Constantly monitor performance and other metrics   to proactively identify issues and recommend changes and new   features.
Become a domain expert on key technologies used   by the UpOut platform.

Required Qualifications:


A BS degree in computer science/engineering with   a minimum of 2 years professional software development experience developing   server-side applications.
Knowledge of SQL, and experience working with   and writing high performance code optimized for SQL   databases.
More than 1 year experience with Python (please   do not apply if you do not have experience with Python)
Additionally, more than 1 year experience in   either Java or PHP",,,,San Francisco,,,,CA,,,,us,,,,http://www.maxhire.net/cp/?E85564361D43515B78571C653A5C1B6E03627D4A,,,,1
3UUIU9GZC44CYC1GAZOCRZP5EFN5T9,http://www.indeed.com/rc/clk?jk=99b2507430a32531,startup,"","","",,,,"","","",,,,on,on,on,,,,"","","",,,,"","","",,,,"","","",,,,,"","",,,,"Lead Rails, RoR, Ruby Software Engineer","Lead Rails, RoR, Ruby Software Engineer",,,The Bivium Group,Bivium Group,,,"Hot startup with huge funding, established product looking to hire a new Lead Software Engineer (components of Architect, Principal Software Engineer- a Player/Coach type)

This key hire will report and work directly with the founders and leads on engineering.

Salary to 145-150k area + big equity - very high profile team a ""Whose who of Boston tech scene"" - this role would supercharge your career -- hot stuff.

This person must be able to lead a team of Rails, Ruby folks - must have some good, deep Rails, Ruby, RoR experience - ideally 2-3 years.

• You will mentor and develop a team of hungry and excited Ruby developers. 
• Evolve our UI technologies to ensure we are using current and leading front end frameworks 
• Create sophisticated interfaces for in-browser apps using JavaScript, HTML5 and CSS, 
• Develop web applications using Ruby, Rails, RoR, and Java Script, CSS
• Continually improve our architecture, design, and development process

Qualifications:
• Proven expertise in Ruby, Rails, RoR
• Familiarity with JavaScript, HTML 5, and JavaScript *.js MVC frameworks
• Strong communication skills
• Strong leadership skills

Sound interesting? Please get in touch for a confidential conversation - jobs@biviumgroup.com","Qualifications:
• Proven expertise in Ruby, Rails, RoR
• Familiarity with JavaScript, HTML 5, and JavaScript *.js MVC frameworks
• Strong communication skills
• Strong leadership skills",,,Boston,Boston,,,MA,MA,,,us,us,,,http://www.dice.com/job/result/10110565/leadrails?c=1&src=20&utm_source=Indeed&utm_medium=Aggregator&utm_content=&utm_campaign=Advocacy_Ongoing&rx_source=Indeed&rx_campaign=Indeed25&rx_group=85&CMPID=AG_IN_UP_JS_AV_OG_RC_,http://www.dice.com/job/result/10110565/leadrails?c=1&src=20&utm_source=Indeed&utm_medium=Aggregator&utm_content=&utm_campaign=Advocacy_Ongoing&rx_source=Indeed&rx_campaign=Indeed25&rx_group=85&CMPID=AG_IN_UP_JS_AV_OG_RC_,,,2
3V0TR1NRV91PNXY7QUELR2TZQU84AJ,http://www.indeed.com/rc/clk?jk=d441db5968d926d3,startup,"","","",,,,"","","",,,,on,on,on,,,,"","","",,,,"","","",,,,"","","",,,,,"","",,,,NET Software Engineer,.NET Software Engineer,,,Affinity Development Group,Affinity Development Group,,,"ESSENTIAL DUTIES AND RESPONSIBILITIES:
 
Work directly with client to create engineering specifications
Flow chart program logic and document system design
Work directly with database administrators and database analysts to develop and design database tables and store procedures
Must be able to debug system code, including code written by other programmers
Must help to mentor programmers to achieve a higher level of competency
Maintaining knowledge of new software technologies is required
Must be flexible and team-oriented
Must be able to work independently and as a team member
Must have good written and oral communication skills
Must be able to help Project Manager manage timelines for projects
Must be able to research and resolve production issues in system
Provide support in deployment and configuration of software","Work directly with client to create engineering specifications

Flow chart program logic and document system design

Work directly with database administrators and database analysts to develop and design database tables and store procedures",,,San Diego,San Diego,,,CA,CA,,,us,us,,,http://jobview.monster.com/NET-Software-Engineer-Job-San-Diego-CA-US-135467077.aspx?WT.mc_n=Indeed_US&from=indeed,http://jobview.monster.com/NET-Software-Engineer-Job-San-Diego-CA-US-135467077.aspx?WT.mc_n=Indeed_US&from=indeed,,,2
306W7JMRYXXVP8Q18B4U3PTAAYOB8R,http://www.indeed.com/rc/clk?jk=2d4e15c4646ef75d,startup,"","",,,,,"","",,,,,on,on,,,,,"","",,,,,"","",,,,,"","",,,,,,"",,,,,Technical Team Lead/Java SE,,,,SolTech,,,,"Are you looking for an opportunity to put your leadership, knowledge, and enthusiasm to work for a great company that is focused on building innovative marketing automation products and have fun while doing it. The Technical Lead-Engineering is a hands-on Senior Engineer and Scrum Master who is responsible for providing project and technical leadership to a team of developers tasked with implementing cutting edge, dynamic products and applications.
Drive the definition, design, implementation, and testing of software applications using a variety of technologies, including, but not limited to: Java/J2EE, Oracle PL/SQL, GWT or Dojo, JavaScript, HTML and Scripting languages.
Maintain rhythm of production for a team of software engineers, including daily task management, clarifying work assignments, and contributing code. Capitalize on opportunities to help shape implementation of the agile process within the team.
Organize and participate in grooming, planning, daily stand-ups, and code/design reviews with other team members.
As a player-coach, assist in mentoring and improving the development skills of the engineers on the team.
Assist Quality Assurance (QA) team members to define test plans and test data; help to identify, prioritize, and track defects.
Interact closely with Product team to clarify requirements and offer implementation recommendations.
Work with the user experience team members to design and implement the product user interface.
Regularly communicate the status of projects to stakeholders.
Identify areas of improvement in process and work with applicable teams to improve overall productivity.
Contribute in hiring, training, and retaining great software engineer team members.
As a member of the technical team, the individual must work to keep his/her technical skills and knowledge current and relevant.
Evangelize agile best practices as coach or Scrum master.
Minimum of ten (10) years of experience as a software developer or technical lead in development.
Full understanding and passion for Agile principles, practices, and values with a minimum of two (2) years experience working within an Agile software development environment is required.
Advanced Java programming required.
A pattern of leadership, formal or otherwise.
TestNG or other testing frameworks required.
Understanding of SMTP, MIME and email technologies preferred.
Scrum Master Certification or similar Agile certification a plus.
Bachelor's degree in related field (ie, Computer Science, Computer Engineering or equivalent) preferred.
Who we are
At SolTech, we work with early stage startups putting you at the cutting edge of the mobile design scene, but we also work with Fortune 500 companies. Our customers are looking to harness technology as a means to grow their business. We are an extremely stable company founded in 1998 and our longevity and success comes from a commitment to deliver the highest quality results by combining strong business expertise and the best technologists with exceptional project execution.",,,,Remote,,,,GA,,,,us,,,,http://www.jobserve.com/us/en/JobLanding.aspx?r=1&jid=7086084EDF8551CD,,,,1
3VP28W7DUMJ0ML34M3Q3ZZHZO5NFZI,http://www.indeed.com/rc/clk?jk=76ce3b530ba00f79,startup,"","",,,,,"","",,,,,on,on,,,,,"","",,,,,"","",,,,,"","",,,,,,"",,,,,Java/Web Engineers,,,,WinterWyman,,,,"Requirements:

B.S. or M.S. in Computer Science.
All levels of Engineers will be hired: Candidates right out of a CS program are fine, as well as those with 1-25 years of Software Development experience.
A strong background in Development.
A strong background in the Computer Science fundamentals (data structures and algorithms).
Experience developing professionally on Linux / UNIX.
Prior experience working at a startup is strongly preferred.
Experience developing web applications is a strong plus.
Strong analytical and problem-solving skills.
Any Open Source projects or side projects are a plus.
- See more at: http://winterwyman.com/software-technology-jobs-javaweb-engineers-new-england#sthash.mAu9ZV5T.dpuf",,,,Boston,,,,MA,,,,us,,,,http://winterwyman.com/software-technology-jobs-javaweb-engineers-new-england,,,,1
3QQUBC64ZDDN5IG6J9LVAJAXIWBNX0,http://www.indeed.com/rc/clk?jk=0c5dc788bd451f9b,meaningful_jobs,"","","",,,,"","","",,,,"","","",,,,"","","",,,,"","","",,,,on,on,on,,,,,"","",,,,Software Engineer,Software Engineer,,,Medical Science & Computing (MSC),Medical Science & Computing,,,"Medical Science & Computing (MSC) is an exciting growth oriented company, dedicated to providing mission critical scientific and technical services to the Federal Government.  We have a distinguished history of supporting the National Institutes of Health (NIH) and other government agencies. MSC offers a dynamic and upbeat work environment, excellent benefits and career growth opportunities.
 
We attract the best people in the business with our competitive benefits package that includes medical, dental and vision coverage, 401k plan with employer contribution, paid holidays, vacation, Medical and Flexible Spending Accounts, Pre-Tax Transit Assistance and tuition reimbursement. If you enjoy being a part of a high performing, professional service and technology focused organization, please apply today!","Medical Science & Computing (MSC) is an exciting growth oriented company, dedicated to providing mission critical scientific and technical services to the Federal Government.  We have a distinguished history of supporting the National Institutes of Health (NIH) and other government agencies. MSC offers a dynamic and upbeat work environment, excellent benefits and career growth opportunities.",,,Bethesda,Bethesda,,,MD,MD,,,us,us,,,http://ejob.bz/ATS/PortalViewRequirement.do?source=Indeed&reqGK=771153,http://ejob.bz/ATS/PortalViewRequirement.do?source=Indeed&reqGK=771153,,,2
3MDKGGG61PM8HG1UFIYHJ535AAZ6TR,http://www.indeed.com/rc/clk?jk=7fe5c4adeaf4aea9,meaningful_jobs,"","",,,,,"","",,,,,"","",,,,,"","",,,,,"","",,,,,on,on,,,,,,"",,,,,Software Engineer,,,,ExecuNet,,,,"The multimarket product development group located in Plymouth, Michigan develops smart lighting drivers, power servers, and other innovative products for energy-efficient applications.  Expertise and responsibilities include sub-system architecture, electronic hardware, and software development.  Product development projects provide the opportunity to interface with additional engineering disciplines including mechanical, printed circuit board design, testing, reliability, sales, and customers.",,,,Plymouth,,,,MI,,,,us,,,,http://www.execunet.com/e_cs0_membership1.cfm?confrdr=6&welcome=12468&Job=397598&utm_source=Indeed&utm_medium=organic&utm_campaign=Indeed,,,,1
388FBO7JZQSC5N6GO57XTXH6K25NY6,http://www.indeed.com/rc/clk?jk=1653488b5c8f6e59,meaningful_jobs,"","","",,,,"","","",,,,"","","",,,,"","","",,,,"","","",,,,on,on,on,,,,,"","",,,,Senior Server Side Engineer,Senior Server Side Engineer,,,Rosetta Stone,Rosetta Stone,,,"We deliver the best technology-based solutions for learning languages. Every day, our innovations help people improve their lives and make the world a better place!

The Rosetta Stone team is quickly evolving away from our traditional format and content (CD and language learning) to more modern forms of distribution (adaptive content delivery to iOS, Android and HTML5) and new content and commercial verticals. We are an evolving leader in an exciting and fast-paced industry that is evolving daily.","The Rosetta Stone team is quickly evolving away from our traditional format and content (CD and language learning) to more modern forms of distribution (adaptive content delivery to iOS, Android and HTML5) and new content and commercial verticals. We are an evolving leader in an exciting and fast-paced industry that is evolving daily.

Responsibility Qualifications
Primary Responsibilities:
•Architect, design and develop highly scalable web applications using Java.
•Participate in and lead code-review sessions to identify potential problem areas and suggest alternative solutions.
•Produce high quality code without much supervision and on-time delivery.
•Support deployment of applications into production and resolve production issues by reproducing and determining the root cause.
•Conduct feasibility studies and prototypes for integrating latest technology.
•Prepare technical specifications to document implementation details.
•Mentor other team members on product and technology front.",,,San Francisco,San Francisco,,,CA,CA,,,us,us,,,http://jobs.rosettastone.com/jobs/1003741-Senior-Server-Side-Engineer.aspx?sType=Indeed&utm_source=Indeed&utm_medium=organic&utm_campaign=Indeed,http://jobs.rosettastone.com/jobs/1003741-Senior-Server-Side-Engineer.aspx?sType=Indeed&utm_source=Indeed&utm_medium=organic&utm_campaign=Indeed,,,2
30UZJB2POGB7ZV3MVKIL9ML7KGA35Q,http://www.indeed.com/rc/clk?jk=d5e52aa051766517,meaningful_jobs,"","","",,,,"","","",,,,"","","",,,,"","","",,,,"","","",,,,on,on,on,,,,,"","",,,,Software Engineer,Software Engineer,,,Yale University,n/a,,,"Under the general direction of a Principle Investigator (PI), conduct data analysis and computational tools development for research projects relating to bioinformatics. Responsible for developing, testing, implementing and maintaining bioinformatics applications, databases and web-based applications. Troubleshoot system problems and look for ways to improve the applications.
Principal Responsibilities	1. Develops programs or systems of small to moderate size and complexity. Modifies existing systems at all levels of difficulty. 2. Provides informational input into decisions concerning the development and delivery of applications, programs and systems. Defines and analyzes requirements to meet the expectations of stakeholders and intended end user needs, scheduled timeline, and budgetary targets. 3. Analyzes, defines and designs new systems and applications. Writes code in support of business solutions. 4. Responsible for the creation, definition, communication, and management of project plans which includes architectural design, technology selection and methodologies to apply. 5. Troubleshoots problems and provide ongoing maintenance and support for applications and systems. 6. Prepares documentation, user manuals and develops formal proposals for new systems and modifications to existing systems. Mentors technical staff and provide training for end users. 7. Contributes in the development of policies or modifications to exiting policies. 8. Applies and keeps current with existing and emerging technologies and methodologies. Provides ongoing input to the establishment of programming standards, procedures, and methodologies. 9. May perform other duties as assigned.
Required Education and Experience	Bachelor's Degree in a related field and two years of related work experience or an equivalent combination of education and experience.
Required Skill/Ability 1:	Ability to support collaborative projects performing bioinformatics analysis of experimental/clinical data.
Required Skill/Ability 2:	Able to assist in drafting methods sections of grants and manuscripts based on the analysis.
Required Skill/Ability 3:	Ability to perform web application and database development, design and maintenance: including updating existing functions, creating new functionality, further expansion and development of existing web-based application and databases.
Required Skill/Ability 4:	Must be able to investigate different software and technical research tools and determine general strengths/ weaknesses as they relate to research issues, and prepares reports on their applicability to research.
Required Skill/Ability 5:	Must be able to perform web-server and database maintenance and various lab server and software support.
Preferred Education, Experience and Skills:	Bachelor's Degree in a related field and five years of related work experience or an equivalent combination of education and experience.
Weekend Hours Required?	Occasional
Evening Hours Required?	Occasional
Drug Screen	No
Health Screening	No
Background Check Requirements	All External candidates for employment will be subject to pre-employment background screening for this position, which may include motor vehicle, DOT certification, drug testing and credit checks based on the position description and job requirements. All offers are contingent upon the successful completion of the background check. Please visit www.yale.edu/hronline/careers/screening/faqs.html for additional information on the background check requirements and process.
Posting Disclaimer	The intent of this job description is to provide a representative summary of the essential functions that will be required of the position and should not be construed as a declaration of specific duties and responsibilities of the particular position. Employees will be assigned specific job-related duties through their hiring departments.","1. Develops programs or systems of small to moderate size and complexity. Modifies existing systems at all levels of difficulty. 2. Provides informational input into decisions concerning the development and delivery of applications, programs and systems. Defines and analyzes requirements to meet the expectations of stakeholders and intended end user needs, scheduled timeline, and budgetary targets. 3. Analyzes, defines and designs new systems and applications. Writes code in support of business solutions.",,,New Haven,n/a,,,CT,n/a,,,us,us,,,https://sjobs.brassring.com/TGWEbHost/jobdetails.aspx?jobId=634617&partnerid=25053&siteid=5248&codes=IINDEED,https://sjobs.brassring.com/TGWEbHost/jobdetails.aspx?jobId=634617&partnerid=25053&siteid=5248&codes=IINDEED,,,2
